pm25	pm10
5.4	12.8
5.4	13.1
5.4	13.4
5.4	13.7
5.3	13
5.3	12.4
5.2	11.7
5.2	11.6
5.2	11.5
5.2	11.4
5.3	11.5
5.3	11.6
5.4	11.7
5.4	11.8
5.4	11.9
5.4	12
5.4	11.8
5.4	11.7
5.4	11.6
5.4	11.7
5.4	11.7
5.4	11.7
5.4	11.8
5.4	11.8
5.4	11.8
5.4	11.7
5.3	11.5
5.3	11.4
5.3	11.5
5.4	11.6
5.4	11.6
5.3	11.7
5.3	11.7
5.3	11.8
5.3	11.9
5.3	12.1
5.3	12.3
5.3	11.9
5.4	11.4
5.4	11
5.4	10.9
5.4	10.7
5.4	10.6
5.4	10.9
5.4	11.2
5.4	11.5
5.3	11.5
5.3	11.5
5.3	11.5
5.3	11.2
5.3	10.8
5.3	10.5
5.3	10.5
5.3	10.5
5.3	10.5
5.3	10.6
5.3	10.7
5.2	10.7
5.2	10.6
5.2	10.4
5.1	10.3
5.1	10.3
5.1	10.3
5.2	10.4
5.2	10.3
5.2	10.2
5.2	10.2
5.2	10.2
5.3	10.3
5.3	10.3
5.3	10.2
5.3	10.1
5.2	10
5.2	10
5.2	9.9
5.2	9.9
5.2	9.6
5.2	9.3
5.2	9.1
5.2	9.1
5.2	9.1
5.2	9.1
5.2	9.1
5.2	9.2
5.3	9.2
5.3	9.4
5.3	9.5
5.3	9.6
5.3	9.5
5.3	9.4
5.3	9.3
5.3	9.3
5.3	9.3
5.3	9.3
5.3	9.4
5.3	9.5
5.3	9.5
5.3	9.8
5.2	10.1
5.1	10.4
5.2	10.5
5.2	10.7
5.3	10.8
5.3	10.5
5.3	10.1
5.4	9.8
5.4	9.9
5.4	10
5.5	10
5.5	10.3
5.5	10.5
5.5	10.8
5.5	10.8
5.4	10.8
5.4	10.7
5.4	10.6
5.4	10.5
5.4	10.4
5.4	10.7
5.4	11
5.4	11.2
5.4	11
5.4	10.7
5.4	10.4
5.4	10.4
5.5	10.5
5.5	10.5
5.5	10.7
5.5	11
5.5	11.3
5.5	11.4
5.5	11.5
5.5	11.6
5.5	11.7
5.5	11.7
5.5	11.8
5.5	11.9
5.5	12.1
